|condition|elevator|energy_class|floor|housetype|neighborhood|price|price_per_square_meter|number_of_rooms|rooms|square_meters|year
970|hyvä|on|B2007|2/5|kt|Aurinkolahti|249283|4335|2|h, kk, s, lasi...|57,50|2012
971|tyyd.|on|F|2/4|kt|Talinranta|190000|3167|2|h, k, s, parveke|60,00|1994
972|hyvä|ei||4/4|kt|Vallila|312000|5200|2|h, k, kph|60,00|1925
973|hyvä|ei|F2007|2/4|kt|Hermanni|185000|4353|2|h,kk,kh|42,50|1957
974|hyvä|ei|E|1/3|kt|Savela|164000|3565|2|h, kk, piha|46,00|1986
975|hyvä|ei|F|1/1|rt|Tapanila|182000|3832|2|h+k+s|47,50|1989
976|hyvä|ei|F|3/3|kt|Siltamäki|153578|3167|2| h, kk, kh/wc,...|48,50|1973
977|hyvä|ei|E|2/3|kt|Meri-rastila|155000|2650|2|-3h|58,50|1991
978|tyyd.|ei|E2007|2/4|kt|Kivihaka|199000|4914|2|h, kk, p|40,50|1961
979|tyyd.|on||4/5|kt|Käpylä|236000|5619|2|h, avok, kph, ...|42,00|1998
980|hyvä|ei||3/3|kt|Haaga|220000|4583|2|h, avok.,kph, ...|48,00|1957
981|hyvä|ei|E|2/4|kt|Pihlajamäki|172000|2867|2|h, k ja parveke|60,00|1963
982|tyyd.|ei|D2007|1/3|kt|Pohjois-Meilahti|255000|6711|2|h, avok, kph|38,00|1941
983|hyvä|on|E2007|4/11|kt|Vuosaari|180000|4390|2|h, k, kph, las...|41,00|2004
984|hyvä|on|C|1/5|kt|Laajasalo|229000|4280|2|h, avok., kph,...|53,50|2016
985|tyyd.|on|E2007|4/6|kt|Harju|211700|5428|2|h+kk+kph+parveke|39,00|1966
986|hyvä|on|F|3/5|kt|Lauttasaari|249000|4698|2|h+k|53,00|1965
987|tyyd.|on||5/6|kt|Hakaniemi|321000|5016|2|h, k|64,00|1993
988|hyvä|on||1/3|kt|Kallio|272000|6716|2|h+avok.+kph|40,50|1938
989|tyyd.|on|D|3/6|kt|Pohjois-Meilahti|250000|5435|2|h, avokeitti...|46,00|1939
990|tyyd.|ei||1/3|kt|Kivihaka|196000|3630|2|h,k|54,00|1978
991|hyvä|on||3/4|kt|Herttoniemi|286000|5062|2|h, k, kph, s, ...|56,50|2001
992|hyvä|on|C|3/8|kt|Lauttasaari|360000|6372|2|h, avok, kph, ...|56,50|2012
993|tyyd.|ei|F|1/3|kt|Oulunkylä|160000|2759|2|h, k|58,00|1965
994|hyvä|ei|D2007|2/3|kt|Oulunkylä|191000|2984|2|huonetta, keit...|64,00|1976
995|hyvä|ei||3/5|kt|Keski-Töölö|375000|5769|2|h,k,halli, par...|65,00|1939
996|hyvä|on||4/7|kt|Taka-töölö|472000|5488|2|-3h, avokeitti...|86,00|1938
997|tyyd.|ei||7/8|kt|Pitäjänmäki|163421|5188|2|h,kk|31,50|1973
998|tyyd.|ei||1/3|kt|Käpylä|195000|5270|2|h, kk|37,00|1946
999|hyvä|on|D|3/5|kt|Kamppi|337000|8868|2|h+avok|38,00|1924
1000|hyvä|on|F|2/3|kt|Vuosaari|140000|2947|2|h+kk|47,50|1965
1001|hyvä|ei||4/7|kt|Pihlajisto|132000|2614|2|h, k, kph, las...|50,50|1975
1002|tyyd.|on|C|2/5|kt|Myllypuro|168000|3231|2|h+k+kh+p|52,00|1965
1003|hyvä|on|G|5/5|kt|Etelä-haaga|260000|4643|2| h, kk, s|56,00|2001
1004|hyvä|on|F|5/6|kt|Lauttasaari|308000|5265|2|h, keittiö...|58,50|1976
1005|hyvä|on|E|4/6|kt|Taka-töölö|385000|5662|2|h, k, halli, k...|68,00|1938
1006|hyvä|ei||3/4|kt|Pohjois-haaga|210000|5060|2|h, kk, kph, pa...|41,50|1952
1007|hyvä|on|G|2/6|kt|Kallio|228000|4560|2|h+avok.+kph+la...|50,00|1972
1008|huono|on|E2007|4/5|kt|Pihlajamäki|141005|2518|2| h, k, kph, vh...|56,00|1977
1009|tyyd.|on|D2007|4/5|kt|Etu-Töölö|542275|7279|2| h, k, kh, wc|74,50|1914
1010|hyvä|on||7/9|kt|Kamppi|547000|10725|1|h, alkovi, kk,...|51,00|2005
1011|hyvä|on|F|7/8|kt|Harju|257000|4942|2|h, k, lasitett...|52,00|1964
1012|tyyd.|on|D2007|6/6|kt|Taka-töölö|360000|6923|2|h, kk, kph|52,00|1936
1013|hyvä|on|F|6/6|kt|Lauttasaari|320000|5872|2|h, avok., kph/...|54,50|1988
1014|hyvä|on|B2007|4/5|kt|Kulosaari|325000|5804|2| h, k, kh, p|56,00|1961
1015|hyvä|on|E2007|4/4|kt|Katajanokka|335000|5929|2| h, k, kh, p|56,50|1982
1016|hyvä|on||6/7|kt|Etu-Töölö|390000|6667|2|h, avok, kph, wc|58,50|1928
1017|tyyd.|ei|E2007|3/4|kt|Pajamäki|210000|3500|2| h, k, lasitet...|60,00|1959
1018|tyyd.|on|B2007|3/6|kt|Kruununhaka|420000|6720|2| h+k|62,50|1989
1019|hyvä|on|E2007|8/10|kt|Pohjois-haaga|226000|4809|2|h, k, kph, vh, p|47,00|1956
1020|tyyd.|on|F|2/8|kt|Hernesaari|288000|5818|2|h+kk+vh+lasite...|49,50|1974
1021|huono|on|E|2/5|kt|Kamppi|401000|7863|2|h, kh|51,00|1908
1022|hyvä|on|F|1/5|kt|Länsi-pasila|222000|5045|2|h + kk + kph +...|44,00|1983
1023|hyvä|on||5/5|kt|Kallio|297000|6061|2|h, kk, kph, vh...|49,00|1973
1024|tyyd.|on|D|3/6|kt|Katajanokka|302000|6163|2|h, k, kph, las...|49,00|1981
1025|hyvä|on||2/6|kt|Kallio|265000|4569|2|h, k, kph, p|58,00|1972
1026|tyyd.|ei|E|3/3|kt|Mellunmäki|126000|2100|2|h, k, s, parveke|60,00|1987
1027|hyvä|ei|C|3/7|kt|Aurinkolahti|305424|5007|2|h,kt,s|61,00|2017
1028|hyvä|ei|F|4/4|kt|Pukinmäki|152000|4222|2| h, avokeitti&...|36,00|1981
1029|hyvä|on||1/5|kt|Lauttasaari|281000|6386|2|h, kk, kph, p ...|44,00|1961
1030|hyvä|on|F|1/3|kt|Pukinmäki|182000|3569|2|h, k|51,00|1983
1031|hyvä|on|C|2/5|kt|Viikki|226300|4394|2|h+avokeitti...|51,50|2017
1032|tyyd.|ei|F2007|1/3|kt|Munkkivuori|247933|4678|2| h, k, kph, p|53,00|1957
1033|hyvä|on||4/6|kt|Arabianranta|272000|5787|2| h, kk, s, vh,...|47,00|2001
1034| |on|F|4/6|kt|Kallio|250000|4902|2|h+kk|51,00|1936
1035|tyyd.|ei|E2007|1/3|kt|Laajasalo|184000|3228|2|h, k, kph, las...|57,00|1966
1036|hyvä|on|F|9/9|kt|Lauttasaari|343000|5914|2|h,avokeitti...|58,00|1973
1037|hyvä|on|D2007|2/5|kt|Mellunmäki|155000|2385|2|h, k, kph, wc, p|65,00|1971
1038|tyyd.|ei|F|3/4|kt|Alppila|244000|5422|2|h, kk, kph|45,00|1926
1039|hyvä|on|C|1/4|kt|Viikki|227250|4734|2|h+kk+s|48,00|2015
1040|tyyd.|ei|E2007|2/3|kt|Pukinmäki|158000|2873|2|h+k+s|55,00|1982
1041|hyvä|on|E|2/3|kt|Laajasalo|160000|4000|2|h, ikkunalline...|40,00|1965
1042|hyvä|on|E2007|4/4|kt|Maunula|166000|4000|2|h,kk,vh,kph,p|41,50|1963
1043|tyyd.|ei|E2007|1/4|kt|Hermanni|222000|5286|2|h,kk, ransk.pa...|42,00|1960
1044|tyyd.|ei|E2007|2/3|kt|Etelä-haaga|228000|5241|2|h, pk, vh, kph...|43,50|1959
1045|tyyd.|ei|D2007|3/4|kt|Vallila|222000|4933|2|h, avok.|45,00|1923
1046|hyvä|on|E2007|2/4|kt|Punavuori|332000|7064|2|h+avok+kph|47,00|1912
1047|hyvä|on|E2007|6/7|kt|Myllypuro|170000|3333|2|h, kk, p|51,00|1964
1048|hyvä|on|E|6/8|kt|Alppila|276000|5208|2|h+k+kph+las.parv|53,00|1962
1049|hyvä|on||4/7|kt|Punavuori|440000|8224|2|h, kk, kph, s,...|53,50|2003
1050|tyyd.|on|E|2/5|kt|Katajanokka|330000|5841|2|h, avok, kph, ...|56,50|1982
1051|hyvä|ei|E|1/1|rt|Oulunkylä|240000|4211|2|h, k, kph, s, ...|57,00|1971
1052|hyvä|on|B2007|2/6|kt|Eira|490000|8596|2|h, k, s, lasit...|57,00|2012
1053|hyvä|on|B2007|4/5|kt|Aurinkolahti|260000|4522|2|h, k, kph/s ja...|57,50|2012
1054|tyyd.|ei||8/8|kt|Kruununhaka|588342|6259|2|h,k, alkovi|94,00|1929
1055|hyvä|on|D|1/4|kt|Laajasalo|164925|3665|2|h, avok, kph, ...|45,00|2003
1056|hyvä|on|E|5/5|kt|Vuosaari|183000|3853|2|h, k, s, lasit...|47,50|2001
1057|hyvä|on|F|5/5|kt|Vallila|295000|6211|2|h, kk, kph ja ...|47,50|2013
1058|tyyd.|on|D2007|4/4|kt|Roihuvuori|200000|4000|2|h, k, kph|50,00|1955
1059|hyvä|on|F|4/4|kt|Lauttasaari|280000|5490|2|h, k, kph, par...|51,00|1959
1060|hyvä|on|E| |kt|Viikki|265000|5146|2|h, kk, kph/s, ...|51,50|2003
1061|hyvä|ei|F2007|4/4|kt|Pohjois-haaga|231000|4400|2|h+k+kph+lasite...|52,50|1959
1062|tyyd.|on|F|2/4|kt|Myllypuro|115000|2091|2|h+k+kph+p|55,00|1965
1063|hyvä|on|E2007|3/6|kt|Taka-töölö|390000|6964|2| h, k, kph|56,00|1937
1064|tyyd.|on|D2007|8/8|kt|Pihlajamäki|140000|2121|2|h, k, kh, vh, p|66,00|1964
1065|hyvä|on|F2007|2/4|kt|Etu-Töölö|316000|8103|2|h,  kk|39,00|1934
1066|tyyd.|on||1/4|kt|Munkkiniemi|280000|6364|2|h, k, kph, vh,...|44,00|1959
1067|hyvä|ei||7/8|kt|Kruununhaka|338000|7596|2|h,avok,kph|44,50|1928
1068|tyyd.|on|E2007|2/6|kt|Munkkiniemi|224000|4978|2|h+kk|45,00|1950
1069|tyyd.|on|F|4/6|kt|Tapulikaupunki|120000|2553|2|h, kk, kph ja vh|47,00|1976
1070|tyyd.|ei|F|1/3|kt|Pohjois-haaga|223413|4513|2| h, k, kh, 2 x...|49,50|1954
1071|huono|ei|C|1/3|kt|Pihlajamäki|110000|2178|2|h, kk, kph, vh...|50,50|1964
1072|hyvä|on|E2007|9/11|kt|Vuosaari|216000|4235|2|h, k, s, lasit...|51,00|2004
1073|hyvä|on||4/6|kt|Munkkiniemi|289000|5558|2|h + keitti...|52,00|1952
1074|hyvä|ei|E2007|2/4|kt|Etelä-haaga|251000|4640|2|h,k,vh,lasitet...|54,10|1954
1075|tyyd.|on|E2007|7/7|kt|Taka-töölö|357000|6375|2|h, k, kph|56,00|1952
1076|hyvä|on|C|4/6|kt|Pitäjänmäki|299500|5254|2|h, k, kph, las...|57,00|2008
1077|tyyd.|ei|C2007|3/3|kt|Jakomäki|129500|2252|2| h, k, kh, p|57,50|1980
1078|hyvä|on|F2007|2/7|kt|Vuosaari|175000|2966|2|h+k|59,00|1967
1079|hyvä|ei|E2007|3/3|kt|Kannelmäki|163000|2672|2|h,k|61,00|1977
1080|hyvä|ei|F|3/3|kt|Itäkeskus|177000|2855|2|h, k|62,00|1984
1081|hyvä|on|F|5/5|kt|Etu-Töölö|541000|8015|2|h+k+alk|67,50|1912
1082|hyvä|on|E2012|1/5|kt|Viikki|200000|5000|2|h, kk,kph, ter...|40,00|2004
1083|tyyd.|ei|F2007|3/3|kt|Kannelmäki|125000|3086|2|h, kk, kph, las.p|40,50|1976
1084|hyvä|on||4/6|kt|Ullanlinna|317000|7732|1|-2h, kk, kph|41,00|1937
1085|tyyd.|on|D2007|1/4|kt|Itäkeskus|137000|3186|2| h, k, kph, te...|43,00|1984
1086|tyyd.|on||7/10|kt|Laajasalo|154000|3175|2|h, k, kph, par...|48,50|1974
1087|hyvä|on|E|5/6|kt|Ruoholahti|263249|5265|2|h+kk+kph/sauna...|50,00|1995
1088|hyvä|ei|F|3/3|kt|Toukola|273500|5160|2|h, keittiö...|53,00|1954
1089|tyyd.|ei|F|1/3|kt|Vuosaari|160000|2936|2|h,k,kph,s,las....|54,50|1980
1090|hyvä|on||7/7|kt|Taka-töölö|420000|7000|2|h, k, kph, s, ...|60,00|1939
1091|hyvä|on|E2007|1/4|kt|Itäkeskus|225000|3261|2|h, k, kph, s, ...|69,00|1963
1092|tyyd.|on|D2007|6/8|kt|Kallio|272000|5787|1|h+alkovi+keitt...|47,00|1927
1093|hyvä|ei|F|4/6|kt|Herttoniemi|254000|4980|2|h+kk+s|51,00|1999
1094|tyyd.|ei|F2007|1/3|kt|Vuosaari|148000|2792|2|h, k, kph, las...|53,00|1965
1095|hyvä|on|C|3/4|kt|Viikki|238500|4500|2| h, avok, kh/w...|53,00|2015
1096|tyyd.|ei|D2007|2/3|kt|Herttoniemi|214400|3665|2|h+k+s|58,50|1990
1097|hyvä|on|C|2/6|kt|Lauttasaari|445000|7607|2| huonetta, avo...|58,50|2016
1098|tyyd.|on|F|1/3|kt|Taka-töölö|237000|6583|2|h, kk, kph|36,00|1938
1099|hyvä|on|E|1/5|kt|Pitäjänmäki|201000|4188|2|h+avokeitti...|48,00|2001
1100|tyyd.|on|G|1/7|kt|Kontula|102000|2040|2|h+kk|50,00|1965
1101|hyvä|ei|E2007|1/3|kt|Puotila|180000|3495|2|h, k|51,50|1962
1102|hyvä|on|B2007|4/4|kt|Tapanila|205000|3694|2| h, avokeitti&...|55,50|2011
1103|hyvä|on||4/4|kt|Punavuori|345000|6161|2|h, k, kph, vh|56,00|1936
1104|hyvä|ei|D|1/1|rt|Vartiokylä|195000|3421|2|h+k+s+piha|57,00|1989
1105|hyvä|ei||4/4|kt|Käpylä|426000|5917|2|h+k+khwc+p+sp|72,00|1952
1106|hyvä|ei|F|1/4|kt|Alppila|230000|6053|2|h, kk, vh, p|38,00|1954
1107|tyyd.|on|D2007|10/12|kt|Lintulahti|250000|6098|2|h+kk+s|41,00|1999
1108|tyyd.|on|F2007|1/3|kt|Etelä-haaga|205000|4881|2|h,kk,wc/suihku...|42,00|1960
1109|tyyd.|on|G|2/8|kt|Kontula|96000|2259|2|h, kk|42,50|1968
1110|hyvä|on|E|8/8|kt|Pohjois-Meilahti|285000|6477|2|h, kk, kph, pa...|44,00|1951
1111|hyvä|on||5/5|kt|Roihuvuori|225900|4610|2|h, kk|49,00|2017
1112|hyvä|on|D|2/7|kt|Vuosaari|191000|3673|2|h, kk, s, lasi...|52,00|2001
1113|hyvä|on|G|2/4|kt|Kontula|130000|2301|2| h, k, kph, p|56,50|1974
1114|huono|on|F|5/8|kt|Kallio|209000|5573|2|h, kk, kph|37,50|1960
1115|hyvä|on|D2007|4/7|kt|Taka-töölö|300000|6593|2|h, kk, kph|45,50|1938
1116|hyvä|on||5/6|kt|Munkkiniemi|320000|6531|2|h, k, kph, par...|49,00|1950
1117|hyvä|ei|F|3/3|kt|Etelä-haaga|250000|4950|2|h, alkovi, kk ...|50,50|1956
1118|tyyd.|ei|E2007|2/3|kt|Puotila|175000|3289|2| h, k, p|53,20|1961
1119|hyvä|ei||3/5|kt|Katajanokka|420000|7636|2|h, avok|55,00|1906
1120|hyvä|ei||3/5|kt|Ullanlinna|445000|7236|2|h, k, kph, khh|61,50|1907
1121|tyyd.|ei|G|1/5|kt|Munkkivuori|229000|4598|2|h, k, kph, p|49,80|1957
1122|hyvä|ei|| |kt|Kallio|285000|5278|2|h+k+kh+p|54,00|1957
1123|hyvä|ei||2/2|rt|Heikinlaakso|218000|4589|2|h,k,s,autotalli |47,50|2014
1124|tyyd.|on|F|3/8|kt|Kallio|290000|5859|2|h, k, kh, vh, ...|49,50|1961
1125|hyvä|ei|F2007|2/3|kt|Vesala|136000|2667|2|h,kk, sauna|51,00|1990
1126|hyvä|ei|E2007|1/3|kt|Puotila|149000|2759|2| h+k|54,00|1965
1127|hyvä|ei|E|3/4|kt|Munkkivuori|246000|4369|2|h, k, vh, kph|56,30|1957
1128|tyyd.|on|G|3/7|kt|Kontula|125000|2193|2|h, keittiö...|57,00|1965
1129|hyvä|on|E2007|3/5|kt|Pihlajamäki|146000|2413|2| h, k, kph, vh, p|60,50|1978
1130|tyyd.|on|E|3/7|kt|Taka-töölö|240000|6154|2|h, kk, kph|39,00|1937
1131|hyvä|on||6/7|kt|Herttoniemi|235000|5802|2|h, avok, s, la...|40,50|2001
1132|hyvä|ei|F|3/3|kt|Munkkivuori|236000|5021|2|h, avokeitti...|47,00|1957
1133|tyyd.|on||5/6|kt|Kruununhaka|250000|7813|2|h, kk, kph|32,00|1890
1134|hyvä|on||5/5|kt|Herttoniemi|195910|4402|2|h+kk+s|44,50|1995
1135|hyvä|ei||3/3|kt|Oulunkylä|192000|3636|2|h, k|52,80|1967
1136|hyvä|on||4/9|kt|Lauttasaari|255000|4397|2|h, k, p|58,00|1974
1137|tyyd.|on|F|2/6|kt|Taka-töölö|410000|5062|2|-3 h, kt, hall...|81,00|1933
1138|tyyd.|on||4/4|kt|Vesala|128000|3241|2|h,kk, lasitett...|39,50|1990
1139|hyvä|on|D|7/8|kt|Kannelmäki|182000|3982|2|h, kk, kph, la...|45,70|1959
1140|tyyd.|ei|G2007|3/3|kt|Roihuvuori|160000|3478|2|h, kk, kph, vh...|46,00|1963
1141|hyvä|on|F|3/4|kt|Ullanlinna|420000|7850|2|h, k, kph, vh|53,50|1931
1142|hyvä|ei|F|3/3|kt|Suurmetsä|130000|2063|2|h, k, kph, las...|63,00|1971
1143|hyvä|on|C|4/6|kt|Kalasatama|401000|6122|2|h, kt, s|65,50|2013
1144|hyvä|ei||3/6|kt|Punavuori|275000|7857|2|h+k |35,00|1939
1145|tyyd.|ei|G|2/5|kt|Pohjois-haaga|192500|4425|2|h, kk, kph, vh|43,50|1957
1146|hyvä|ei|E| |kt|Etelä-haaga|230000|5134|2|h+kk+parv.|44,80|1957
1147|hyvä|ei||3/4|kt|Puotinharju|192500|3263|2|h, k, vh, p|59,00|1964
1148|hyvä|ei||2/7|kt|Ruoholahti|278096|4246|2|h, k, vh, kph,...|65,50|2013
1149|hyvä|ei|G|2/4|kt|Punavuori|290000|7632|2|h, kk, kph|38,00|1904
1150|tyyd.|on|E|2/4|kt|Alppila|207000|4500|2|h+k+kh|46,00|1963
1151|hyvä|on|F|3/5|kt|Vallila|290000|6042|2|h,kk,kh,vh,las...|48,00|2013
1152|tyyd.|on||6/7|kt|Kallio|300000|5217|2|h, avokeitti...|57,50|2008
1153|hyvä|ei|E|4/4|kt|Kivihaka|167000|4228|2|h + kk + kph +...|39,50|1962
1154|hyvä|ei|G|1/2|kt|Pukinmäki|175000|3608|2|h, avok|48,50|1985
1155|hyvä|on|C|3/5|kt|Viikki|226300|4526|2|h+avok.+kh|50,00|2017
1156|tyyd.|on|F2007|3/5|kt|Vuosaari|150000|2941|2|h+k|51,00|1964
1157|hyvä|ei|D|3/3|kt|Etelä-haaga|275000|5189|2|h+k+kph+vh+par...|53,00|1957
1158|hyvä|on|E|2/7|kt|Herttoniemi|303000|4662|2|h, kt, s, lasi...|65,00|2011
1159|huono|on||5/7|kt|Sörnäinen|292500|4120|2|h+k|71,00|1928
1160|hyvä|ei|E2007|2/3|kt|Etelä-haaga|219000|5840|2|h, kk, p|37,50|1962
1161|hyvä|ei||2/3|kt|Puotila|168000|4308|2|h, kk, eteinen...|39,00|1962
1162|tyyd.|on|F2007|2/4|kt|Etelä-haaga|180000|3750|2| h, k, 2 x par...|48,00|1969
1163|hyvä|ei||1/2|rt|Konala|249000|3744|2|-3h, avok, vh,...|66,50|1988
1164|hyvä|on|F2007|4/6|kt|Taka-töölö|535000|6930|2|h, k, kph, eri...|77,20|1912
1165|hyvä|ei|F|3/3|kt|Puotila|157500|3387|2|h+k+parveke|46,50|1970
1166|hyvä|on|F2007|2/6|kt|Ullanlinna|354000|7453|2| h, kk, kph|47,50|1961
1167|hyvä|on||2/5|kt|Roihuvuori|207900|4243|2|h, kk|49,00|2017
1168|hyvä|on|C|2/8|kt|Herttoniemi|299500|4573|2|h, kt, s, vh, ...|65,50|2017
1169|tyyd.|on|F2007|2/6|kt|Ullanlinna|542000|7971|2|h+k|68,00|1904
1170|tyyd.|ei||1/3|kt|Ruskeasuo|195000|5000|2|h,kk|39,00|1949
1171|tyyd.|on||2/3|kt|Kaartinkaupunki|310000|7294|2|h, kk, kph|42,50|1908
1172|hyvä|on||3/3|kt|Pikku-huopalahti|232438|5343|2|h, avok, parveke|43,50|1993
1173|tyyd.|ei|D2007|2/4|kt|Myllypuro|114500|2602|2|h, kk|44,00|1965
1174|tyyd.|ei||6/6|kt|Katajanokka|311000|6098|2|h,k,parveke|51,00|1982
1175|tyyd.|on||3/7|kt|Hakaniemi|287000|5315|2|h, k, kph|54,00|1939
1176|hyvä|on|E|5/5|kt|Itäkeskus|199000|3289|2|h, k, kph, las...|60,50|1979
1177|hyvä|on|D|6/6|kt|Kallio|301000|7396|2|h, k, kph, wc|40,70|1926
1178|hyvä|ei||2/5|kt|Ullanlinna|410000|7387|1|h+avok+kph+alkovi|55,50|1909
1179|hyvä|ei|G|1/3|kt|Ruskeasuo|213000|5195|2| h, kk, kh|41,00|1955
1180|tyyd.|ei||2/5|kt|Kamppi|285001|6477|2|h avokeittiö|44,00|1962
1181|hyvä|ei||2/6|kt|Pohjois-haaga|143000|3206|2|h+kk|44,60|1973
1182|tyyd.|ei|E2007|1/3|kt|Pohjois-haaga|205000|3796|2|h+k|54,00|1955
1183|tyyd.|ei||1/1|rt|Laajasalo|225000|3846|2|h, k, s|58,50|1978
1184|hyvä|on|B|3/6|kt|Kulosaari|345000|5750|2|h+k+p|60,00|1961
1185|tyyd.|ei||4/8|kt|Merihaka|431000|5597|2|-3h,k, parveke|77,00|1974
1186|tyyd.|on||2/4|kt|Herttoniemi|180000|5114|2|h+k|35,20|1952
1187|hyvä|on||4/5|kt|Roihuvuori|217900|4402|2|h, kk|49,50|2017
1188|hyvä|on|E2007|3/7|kt|Hakaniemi|350000|7000|2|h+alkovi+kk+kph|50,00|1939
1189|hyvä|ei||4/4|kt|Lauttasaari|305000|4919|2|h+k+parveke|62,00|1955
1190|tyyd.|ei|D2007|2/4|kt|Etelä-haaga|220000|5946|2|h, kk, kph, vh, p|37,00|1961
1191|hyvä|on|C|4/6|kt|Lauttasaari|343000|8469|2| huonetta, avo...|40,50|2016
1192|hyvä|ei|G|2/3|kt|Ruskeasuo|265000|6310|2|h+avok+kph+p|42,00|1949
1193|hyvä|ei|E|3/3|kt|Vesala|142000|2898|2|h+kk+kph+ parveke|49,00|1991
1194|hyvä|on|G|3/5|kt|Etu-Töölö|329000|6580|2|H+K|50,00|1914
1195|tyyd.|on|E2007|6/7|kt|Pihlajisto|125000|2475|2| h, k, kh, p|50,50|1972
1196|tyyd.|ei|D2007|2/3|kt|Oulunkylä|150000|2941|2|h, k|51,00|1965
1197|hyvä|ei||1/2|kt|Konala|166000|3046|2|h+k+kph-wc+ter...|54,50|1985
1198|hyvä|on|F|1/5|kt|Vallila|346000|6291|2|h,kk,kph,vh,la...|55,00|2013
1199|hyvä|on|E|1/6|kt|Kruununhaka|540000|8372|2|h, kt, kph, er...|64,50|1850
1200|hyvä|on||3/5|kt|Hietalahti|521000|6947|2|h, k, rt, kph|75,00|1904
1201|tyyd.|on|D2007|3/4|kt|Roihuvuori|150500|3420|2|h, kk, kph, s,...|44,00|1994
1202|huono|on|E|4/7|kt|Pohjois-Meilahti|242000|5500|2|h+kk|44,00|1946
1203|tyyd.|on|E|1/4|kt|Alppila|200000|4494|2|h+k+kph+las.pa...|44,50|1963
1204|hyvä|ei||6/6|kt|Kallio|264500|5750|2|h, kk, kh|46,00|1937
1205|tyyd.|ei||1/3|kt|Puotila|120000|2400|2|h, k, kph, par...|50,00|1965
1206|huono|ei|E2007|1/3|kt|Malmi|120000|2400|2| h, k, kph, pa...|50,00|1967
1207|huono|ei|F2007|3/4|kt|Puotila|162500|3125|2|h, k|52,00|1962
1208|hyvä|ei|G|4/4|kt|Lauttasaari|310000|5962|2|h, k, p|52,00|1951
1209|tyyd.|ei|F|1/4|kt|Taka-töölö|311000|5759|2|h, k, kph|54,00|1945
1210|hyvä|on|F2007|3/6|kt|Etu-Töölö|418000|7411|2|h, k, kph, vh|56,40|1923
1211|hyvä|ei|D2007|3/3|kt|Maunula|213000|3672|2|h, k, kph, vh,...|58,00|1956
1212|huono|ei||2/3|kt|Ylä-malmi|170000|2881|2|h, k, kph, sau...|59,00|1985
1213|hyvä|on||5/5|kt|Punavuori|525000|8077|2|h, k, s, terassi|65,00|1914
1214|hyvä|on|F|2/6|kt|Taka-töölö|407000|6075|2| h, k, halli, kh|67,00|1934
1215|tyyd.|on||5/5|kt|Kallio|257000|6119|2|h+k+kph|42,00|1938
1216|hyvä|ei||2/3|kt|Konala|205000|4556|2|h, avok, p|45,00|1956
1217|hyvä|on|E|8/8|kt|Pihlajamäki|170000|3696|2| h+kk|46,00|1960
1218|huono|ei||3/5|kt|Kruununhaka|337000|6963|2|h,k|48,40|1911
1219|hyvä|on||3/6|kt|Aurinkolahti|249000|5082|2|h, kk, s|49,00|2008
1220|hyvä|ei||3/5|kt|Ullanlinna|420000|8031|2|h, kk, kph|52,30|1907
1221|tyyd.|ei|F|4/4|kt|Etelä-haaga|252000|4421|2| h, k, p|57,00|1956
1222|hyvä|on|B2007|2/5|kt|Aurinkolahti|250000|4348|2| h, kk, s, las...|57,50|2012
1223|tyyd.|on||3/3|kt|Itäkeskus|137000|2342|2|h, k, kph, las...|58,50|1977
1224|hyvä|ei|D|2/3|kt|Käpylä|330000|5077|2| h+k|65,00|1923
1225|hyvä|ei|D|4/4|kt|Kruununhaka|410000|5857|2|h+k+halli+kph|70,00|1911
1226|hyvä|ei||5/5|kt|Pohjois-Meilahti|404811|5292|2|h+k+kph+vh (2h...|76,50|1946
1227|hyvä|ei|E2007|3/5|kt|Ullanlinna|640000|7529|2|h, k, kh|85,00|1907
1228|hyvä|on|E|2/4|kt|Kruununhaka|383000|10213|2|h, avok, kph, ...|37,50|1850
1229|tyyd.|ei||2/3|kt|Oulunkylä|144250|3699|2|h+kk+etelä...|39,00|1965
1230|hyvä|ei|F|1/2|rt|Vartiokylä|185000|4602|2| h, avok, s, k...|40,20|1988
1231|hyvä|ei|F2007|3/3|kt|Pohjois-haaga|200000|4706|2| h, k, kph, p|42,50|1954
1232|tyyd.|on|E|2/6|kt|Hermanni|246000|5234|2|h, avok, ransk...|47,00|1957
1233|hyvä|on|F|3/5|kt|Vallila|285100|6002|2|h, kk, kph ja ...|47,50|2013
1234|hyvä|ei||1/4|kt|Alppila|199000|6123|2|h, kk, kph|32,50|1960
1235|tyyd.|on|E2007|5/7|kt|Puotinharju|130000|2826|2|h+k|46,00|1962
1236|tyyd.|ei|F2007|3/3|kt|Malmi|167000|3443|2| h, k, kh, kat...|48,50|1982
1237|hyvä|on||1/4|kt|Konala|199000|4103|2|h, avok, rt, k...|48,50|2012
1238|tyyd.|ei||3/5|kt|Mellunmäki|130000|2203|2|h+k|59,00|1970
1239|hyvä|on|E|4/4|kt|Alppila|232500|7500|2|h|31,00|1961
1240|hyvä|on||5/5|kt|Roihuvuori|241900|4743|2|h, kk|51,00|2017
1241|hyvä|on|D|3/4|kt|Kamppi|453000|8882|2|h, avokeitti...|51,00|1928
1242|hyvä|on|E2007|7/9|kt|Puotinharju|171000|3320|2|h+k+kph+lasite...|51,50|1963
1243|hyvä|on||2/3|kt|Herttoniemi|328000|6248|2|h+k+parveke|52,50|2016
